5,3/23/2017,16:31:53
6,3/23/2017,16:32:6
0,3/23/2017,16:33:53,24.40,74.50,501
5,3/23/2017,16:33:53
6,3/23/2017,16:34:6
1,3/23/2017,16:35:49
0,3/23/2017,16:35:53,24.40,75.20,495
5,3/23/2017,16:35:53
6,3/23/2017,16:36:6
2,3/23/2017,16:36:49,177.87
0,3/23/2017,16:37:53,24.40,74.80,485
5,3/23/2017,16:37:53
6,3/23/2017,16:38:6
0,3/23/2017,16:39:53,24.40,74.60,487
5,3/23/2017,16:39:53
6,3/23/2017,16:40:6
0,3/23/2017,16:41:53,24.40,74.20,470
5,3/23/2017,16:41:53
6,3/23/2017,16:42:6
0,3/23/2017,16:43:53,24.40,74.80,485
5,3/23/2017,16:43:53
6,3/23/2017,16:44:6
0,3/23/2017,16:45:53,24.40,74.10,473
5,3/23/2017,16:45:53
6,3/23/2017,16:46:6
0,3/23/2017,16:47:53,24.40,74.20,462
5,3/23/2017,16:47:53
6,3/23/2017,16:48:6
0,3/23/2017,16:49:53,24.30,74.20,461
5,3/23/2017,16:49:53
6,3/23/2017,16:50:6
1,3/23/2017,16:50:49
2,3/23/2017,16:51:49,168.13
0,3/23/2017,16:51:53,24.30,74.20,456
5,3/23/2017,16:51:53
6,3/23/2017,16:52:6
0,3/23/2017,16:53:53,24.30,74.40,447
5,3/23/2017,16:53:53
6,3/23/2017,16:54:6
0,3/23/2017,16:55:53,24.30,74.80,438
5,3/23/2017,16:55:53
6,3/23/2017,16:56:6
0,3/23/2017,16:57:53,24.30,74.40,428
5,3/23/2017,16:57:53
6,3/23/2017,16:58:6
0,3/23/2017,16:59:53,24.30,74.80,424
5,3/23/2017,16:59:53
6,3/23/2017,17:0:6
0,3/23/2017,17:1:53,24.30,74.10,420
5,3/23/2017,17:1:53
6,3/23/2017,17:2:6
0,3/23/2017,17:3:53,24.30,74.40,414
5,3/23/2017,17:3:53
6,3/23/2017,17:4:6
1,3/23/2017,17:5:49
0,3/23/2017,17:5:53,24.30,73.80,408
5,3/23/2017,17:5:53
6,3/23/2017,17:6:6
2,3/23/2017,17:6:49,182.40
0,3/23/2017,17:7:53,24.30,74.20,408
5,3/23/2017,17:7:53
6,3/23/2017,17:8:6
0,3/23/2017,17:9:53,24.20,74.10,402
5,3/23/2017,17:9:53
6,3/23/2017,17:10:6
0,3/23/2017,17:11:53,24.20,74.50,393
5,3/23/2017,17:11:53
6,3/23/2017,17:12:6
0,3/23/2017,17:13:53,24.20,74.30,388
5,3/23/2017,17:13:53
6,3/23/2017,17:14:6
0,3/23/2017,17:15:53,24.20,74.10,389
5,3/23/2017,17:15:53
6,3/23/2017,17:16:6
0,3/23/2017,17:17:53,24.20,74.20,376
5,3/23/2017,17:17:53
6,3/23/2017,17:18:6
0,3/23/2017,17:19:53,24.20,73.90,367
5,3/23/2017,17:19:53
6,3/23/2017,17:20:6
1,3/23/2017,17:20:49
2,3/23/2017,17:21:49,176.00
0,3/23/2017,17:21:53,24.20,74.00,370
5,3/23/2017,17:21:53
6,3/23/2017,17:22:6
0,3/23/2017,17:23:53,24.20,74.10,365
5,3/23/2017,17:23:53
6,3/23/2017,17:24:6
0,3/23/2017,17:25:53,24.10,73.90,372
5,3/23/2017,17:25:53
6,3/23/2017,17:26:6
0,3/23/2017,17:27:53,24.10,74.50,371
5,3/23/2017,17:27:53
6,3/23/2017,17:28:6
0,3/23/2017,17:29:53,24.10,75.00,374
5,3/23/2017,17:29:53
6,3/23/2017,17:30:6
0,3/23/2017,17:31:53,24.10,74.10,375
5,3/23/2017,17:31:53
6,3/23/2017,17:32:6
0,3/23/2017,17:33:53,24.10,74.70,376
5,3/23/2017,17:33:53
6,3/23/2017,17:34:6
1,3/23/2017,17:35:49
0,3/23/2017,17:35:53,24.20,75.10,385
5,3/23/2017,17:35:53
6,3/23/2017,17:36:6
2,3/23/2017,17:36:49,177.33
0,3/23/2017,17:37:53,24.10,74.40,384
5,3/23/2017,17:37:53
6,3/23/2017,17:38:6
0,3/23/2017,17:39:53,24.10,74.40,391
5,3/23/2017,17:39:53
6,3/23/2017,17:40:6
0,3/23/2017,17:41:53,24.10,75.00,385
5,3/23/2017,17:41:53
6,3/23/2017,17:42:6
0,3/23/2017,17:43:53,24.20,74.80,391
5,3/23/2017,17:43:53
6,3/23/2017,17:44:6
0,3/23/2017,17:45:53,24.10,74.70,385
5,3/23/2017,17:45:53
6,3/23/2017,17:46:6
0,3/23/2017,17:47:53,24.10,73.80,380
5,3/23/2017,17:47:53
6,3/23/2017,17:48:6
0,3/23/2017,17:49:53,24.10,74.70,374
5,3/23/2017,17:49:53
6,3/23/2017,17:50:6
1,3/23/2017,17:50:49
2,3/23/2017,17:51:49,171.07
0,3/23/2017,17:51:53,24.10,74.60,384
5,3/23/2017,17:51:53
6,3/23/2017,17:52:6
0,3/23/2017,17:53:53,24.10,74.50,373
5,3/23/2017,17:53:53
6,3/23/2017,17:54:6
0,3/23/2017,17:55:53,24.10,74.70,380
5,3/23/2017,17:55:53
6,3/23/2017,17:56:6
0,3/23/2017,17:57:53,24.10,74.40,377
5,3/23/2017,17:57:53
6,3/23/2017,17:58:6
0,3/23/2017,17:59:53,24.10,74.90,374
5,3/23/2017,17:59:53
6,3/23/2017,18:0:6
0,3/23/2017,18:1:53,24.10,74.40,371
5,3/23/2017,18:1:53
6,3/23/2017,18:2:6
0,3/23/2017,18:3:53,24.10,74.30,362
5,3/23/2017,18:3:53
6,3/23/2017,18:4:6
1,3/23/2017,18:5:49
0,3/23/2017,18:5:53,24.10,74.70,363
5,3/23/2017,18:5:53
6,3/23/2017,18:6:6
2,3/23/2017,18:6:49,180.27
0,3/23/2017,18:7:53,24.10,74.90,372
5,3/23/2017,18:7:53
6,3/23/2017,18:8:6
0,3/23/2017,18:9:53,24.00,74.00,368
5,3/23/2017,18:9:53
6,3/23/2017,18:10:6
0,3/23/2017,18:11:53,24.00,74.70,366
5,3/23/2017,18:11:53
6,3/23/2017,18:12:6
0,3/23/2017,18:13:53,24.00,74.50,362
5,3/23/2017,18:13:53
6,3/23/2017,18:14:6
0,3/23/2017,18:15:53,24.00,75.00,356
5,3/23/2017,18:15:53
6,3/23/2017,18:16:6
