0,3/4/2017,9:58:11,30.3,29.3,968
5,3/4/2017,9:58:11,,,
6,3/4/2017,9:58:19,,,
0,3/4/2017,10:00:11,30.2,29.5,1212
0,3/4/2017,10:02:11,30.2,29.5,965
5,3/4/2017,10:02:11,,,
6,3/4/2017,10:02:19,,,
0,3/4/2017,10:04:11,30.2,29.5,1206
1,3/4/2017,10:06:10,,,
0,3/4/2017,10:06:11,30.2,29.5,952
5,3/4/2017,10:06:11,,,
6,3/4/2017,10:06:19,,,
2,3/4/2017,10:07:10,,,
0,3/4/2017,10:08:11,30.2,29.5,1177
5,3/4/2017,10:08:11,,,
6,3/4/2017,10:08:19,,,
0,3/4/2017,10:10:11,30.2,29.5,1357
0,3/4/2017,10:12:11,30.2,29.7,1079
5,3/4/2017,10:12:11,,,
6,3/4/2017,10:12:19,,,
0,3/4/2017,10:14:11,30.3,29.9,974
5,3/4/2017,10:14:11,,,
6,3/4/2017,10:14:19,,,
0,3/4/2017,10:16:11,30.2,27.9,1238
0,3/4/2017,10:18:11,30.1,29.1,1052
5,3/4/2017,10:18:11,,,
6,3/4/2017,10:18:19,,,
0,3/4/2017,10:20:11,29.9,28.8,1105
5,3/4/2017,10:20:11,,,
6,3/4/2017,10:20:19,,,
1,3/4/2017,10:21:10,,,
2,3/4/2017,10:22:10,,,
0,3/4/2017,10:22:11,30,29.5,1285
0,3/4/2017,10:24:11,30,29.5,1033
5,3/4/2017,10:24:11,,,
6,3/4/2017,10:24:19,,,
0,3/4/2017,10:26:11,30.1,29.6,1272
0,3/4/2017,10:28:11,30.2,29.8,1019
5,3/4/2017,10:28:11,,,
6,3/4/2017,10:28:19,,,
0,3/4/2017,10:30:11,30.2,29.8,1262
0,3/4/2017,10:32:11,30.2,29.8,1014
5,3/4/2017,10:32:11,,,
6,3/4/2017,10:32:19,,,
0,3/4/2017,10:34:11,30.3,30,1272
1,3/4/2017,10:36:10,,,
0,3/4/2017,10:36:11,30.3,30.1,1001
5,3/4/2017,10:36:11,,,
6,3/4/2017,10:36:19,,,
2,3/4/2017,10:37:10,,,
0,3/4/2017,10:38:11,30.3,30,1256
0,3/4/2017,10:40:11,30.3,30,985
5,3/4/2017,10:40:11,,,
6,3/4/2017,10:40:19,,,
0,3/4/2017,10:42:11,30.3,29.9,1259
0,3/4/2017,10:44:11,30.3,29.9,986
5,3/4/2017,10:44:11,,,
6,3/4/2017,10:44:19,,,
0,3/4/2017,10:46:11,30.3,30.1,1256
0,3/4/2017,10:48:11,30.3,30.2,990
5,3/4/2017,10:48:11,,,
6,3/4/2017,10:48:19,,,
0,3/4/2017,10:50:11,30.2,30.2,1245
1,3/4/2017,10:51:10,,,
2,3/4/2017,10:52:10,,,
0,3/4/2017,10:52:11,30.2,30.2,996
5,3/4/2017,10:52:11,,,
6,3/4/2017,10:52:19,,,
0,3/4/2017,10:54:11,30.3,29.9,1256
0,3/4/2017,10:56:11,30.3,30,1000
5,3/4/2017,10:56:11,,,
6,3/4/2017,10:56:19,,,
0,3/4/2017,10:58:11,30.3,30.2,1264
0,3/4/2017,11:00:11,30.3,30.3,998
5,3/4/2017,11:00:11,,,
6,3/4/2017,11:00:19,,,
0,3/4/2017,11:02:11,30.2,30.2,1259
0,3/4/2017,11:04:11,30.3,30.1,1000
5,3/4/2017,11:04:11,,,
6,3/4/2017,11:04:19,,,
1,3/4/2017,11:06:10,,,
